Disease,Description,Total_Symptoms,All_Symptoms,Symptom_1,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Symptom_10_Weight,Symptom_11_Weight,Symptom_12_Weight,Symptom_13_Weight,Symptom_14_Weight,Symptom_15_Weight,Symptom_16_Weight,Symptom_17_Weight,Symptom_1_Weight,Symptom_2_Weight,Symptom_3_Weight,Symptom_4_Weight,Symptom_5_Weight,Symptom_6_Weight,Symptom_7_Weight,Symptom_8_Weight,Symptom_9_Weight,Total_Symptom_Weight,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Total_Symptom_Weight,Weight_Std,All_Precautions,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",14,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,3.9285714285714284,7.0,2.0,4.0,3.0,6.0,2.0,3.0,,,,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,55.0,3.9285714285714284,7.0,2.0,55.0,1.3847680013570567,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",11,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,toxic_look_(typhos),belly_pain,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,4.545454545454546,7.0,3.0,5.0,4.0,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,50.0,4.545454545454546,7.0,3.0,50.0,1.2135597524338357,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,11,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,yellowing_of_eyes,muscle_pain,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,4.090909090909091,6.0,2.0,4.0,2.0,,,,,,,3,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,45.0,4.090909090909091,6.0,2.0,45.0,1.1361818036340359,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",12,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,3.5833333333333335,6.0,1.0,6.0,5.0,2.0,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,43.0,3.5833333333333335,6.0,1.0,43.0,1.378954368902449,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",6,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,4.166666666666667,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,4.0,5.0,,,,25.0,4.166666666666667,5.0,3.0,25.0,0.752772652709081,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",9,"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,4.0,5.0,3.0,,,,,,,,,3,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,36.0,4.0,5.0,3.0,36.0,0.7071067811865476,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,13,"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",joint_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,4.769230769230769,7.0,3.0,4.0,6.0,7.0,6.0,,,,,3,5.0,4.0,7.0,3.0,4.0,5.0,4.0,4.0,62.0,4.769230769230769,7.0,3.0,62.0,1.3634420996046581,"stop alcohol consumption, rest, consult doctor, medication",stop alcohol consumption,rest,consult doctor,medication
Alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",7,"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload",vomiting,,,,,,,,,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,4.571428571428571,7.0,3.0,,,,,,,,,5,3.0,4.0,7.0,4.0,5.0,4.0,,,32.0,4.571428571428571,7.0,3.0,32.0,1.2724180205607034,"stop alcohol consumption, consult doctor, medication, follow up",stop alcohol consumption,consult doctor,medication,follow up
Tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",16,"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum",chills,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,4.6875,7.0,3.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,,3,5.0,4.0,3.0,4.0,7.0,4.0,3.0,4.0,75.0,4.6875,7.0,3.0,75.0,1.3022416570411703,"cover mouth, consult doctor, medication, rest",cover mouth,consult doctor,medication,rest
Common Cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",17,"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain",continuous_sneezing,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,4.529411764705882,7.0,2.0,4.0,5.0,4.0,5.0,5.0,7.0,3.0,2.0,4,3.0,4.0,4.0,7.0,3.0,6.0,6.0,5.0,77.0,4.529411764705882,7.0,2.0,77.0,1.4194033543545475,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
Pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",11,"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum",chills,fast_heart_rate,rusty_sputum,,,,,,,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,4.7272727272727275,7.0,3.0,5.0,4.0,,,,,,,3,4.0,4.0,7.0,4.0,3.0,6.0,5.0,7.0,52.0,4.7272727272727275,7.0,3.0,52.0,1.4206272622267313,"consult doctor, medication, rest, follow up",consult doctor,medication,rest,follow up
Dimorphic hemmorhoids(piles),,5,"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",constipation,,,,,,,,,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,5.2,6.0,4.0,,,,,,,,,4,5.0,6.0,5.0,6.0,,,,,26.0,5.2,6.0,4.0,26.0,0.8366600265340756,"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",4,"vomiting, breathlessness, sweating, chest_pain",vomiting,,,,,,,,,breathlessness,sweating,chest_pain,,,,,,4.75,7.0,3.0,,,,,,,,,5,4.0,3.0,7.0,,,,,,19.0,4.75,7.0,3.0,19.0,1.707825127659933,"call ambulance, chew or swallow asprin, keep calm",call ambulance,chew or swallow asprin,keep calm,
Varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",7,"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf",fatigue,,,,,,,,,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,4.571428571428571,6.0,4.0,,,,,,,,,4,4.0,4.0,4.0,5.0,5.0,6.0,,,32.0,4.571428571428571,6.0,4.0,32.0,0.7867957924694432,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",13,"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation",fatigue,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,4.076923076923077,6.0,2.0,5.0,3.0,2.0,6.0,,,,,4,3.0,5.0,3.0,2.0,4.0,5.0,6.0,5.0,53.0,4.076923076923077,6.0,2.0,53.0,1.3821202589704018,"reduce stress, exercise, eat healthy, get proper sleep",reduce stress,exercise,eat healthy,get proper sleep
Hyperthyroidism,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",11,"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation",fatigue,irritability,abnormal_menstruation,,,,,,,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,3.909090909090909,6.0,2.0,2.0,6.0,,,,,,,4,3.0,3.0,5.0,3.0,6.0,5.0,4.0,2.0,43.0,3.909090909090909,6.0,2.0,43.0,1.4459976109624424,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hypoglycemia, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,12,"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations",vomiting,slurred_speech,irritability,palpitations,,,,,,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,3.9166666666666665,5.0,2.0,4.0,2.0,4.0,,,,,,5,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,47.0,3.9166666666666665,5.0,2.0,47.0,0.90033663737852,"lie down on side, check in pulse, drink sugary drinks, consult doctor",lie down on side,check in pulse,drink sugary drinks,consult doctor
Osteoarthristis,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",6,"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking",joint_pain,,,,,,,,,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,3.3333333333333335,5.0,2.0,,,,,,,,,3,5.0,3.0,2.0,5.0,2.0,,,,20.0,3.3333333333333335,5.0,2.0,20.0,1.3662601021279464,"acetaminophen, consult nearest hospital, follow up, salt baths",acetaminophen,consult nearest hospital,follow up,salt baths
Arthritis,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",5,"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking",muscle_weakness,,,,,,,,,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,3.6,5.0,2.0,,,,,,,,,2,4.0,5.0,5.0,2.0,,,,,18.0,3.6,5.0,2.0,18.0,1.5165750888103102,"exercise, use hot and cold therapy, try acupuncture, massage",exercise,use hot and cold therapy,try acupuncture,massage
(vertigo) Paroymsal  Positional Vertigo,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,6,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",vomiting,,,,,,,,,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,4.5,6.0,3.0,,,,,,,,,5,3.0,5.0,6.0,4.0,4.0,,,,27.0,4.5,6.0,3.0,27.0,1.0488088481701516,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",lie down,avoid sudden change in body,avoid abrupt head movment,relax
Acne,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",4,"skin_rash, pus_filled_pimples, blackheads, scurring",skin_rash,,,,,,,,,pus_filled_pimples,blackheads,scurring,,,,,,2.25,3.0,2.0,,,,,,,,,3,2.0,2.0,2.0,,,,,,9.0,2.25,3.0,2.0,9.0,0.5,"bath twice, avoid fatty spicy food, drink plenty of water, avoid too many products",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Urinary tract infection,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",4,"burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine",burning_micturition,,,,,,,,,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,5.333333333333333,6.0,4.0,,,,,,,,,6,4.0,,6.0,,,,,,16.0,5.333333333333333,6.0,4.0,16.0,1.1547005383792517,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Psoriasis,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",6,"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails",skin_rash,,,,,,,,,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,2.5,3.0,2.0,,,,,,,,,3,3.0,3.0,2.0,2.0,2.0,,,,15.0,2.5,3.0,2.0,15.0,0.5477225575051661,"wash hands with warm soapy water, stop bleeding using pressure, consult doctor, salt baths",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
